id,title,posted,abstract
153725,A methodology to generate epidemic scenarios for emerging infectious diseases based on the use of key calendar events,2022-05-01,"This work presents a methodology to recreate the observed dynamics of emerging infectious diseases and to generate short-term forecasts for their evolution based on superspreading events occurring on key calendar dates. The method is illustrated by the COVID-19 pandemic dynamics in Mexico and Peru up to January 31, 2022. We also produce scenarios obtained through the estimation of a time-dependent contact rate, with the main assumption that the dynamic of the disease is determined by the mobility and social activity of the population during holidays and other important calendar dates. First, historical changes in the effective contact rate on predetermined dates are estimated. Then, this information is used to forecast scenarios under the assumption that the trends of the effective contact rate on predetermined dates observed in the past will be similar on the same but future key calendar dates. All other conditions are assumed to remain constant in the time scale of the projections. One of the main features of a methodology is that a methodology avoids the necessity of fixing values of the dynamic parameters for the whole prediction period. Results show that considering the key dates as reference information is useful to recreate the different outbreaks, slow or fast-growing, that an epidemic can present and, in most cases, make good short-term predictions. "
153731,Effectiveness of the air-filled technique to reduce the dead space in syringes and needles during ChAdox1-n CoV vaccine administration,2022-05-02,"In the current study, we calculated the vaccine volume and amount of dead space in a syringe and needle during ChAdox1-n CoV vaccine administration using the air-filled technique, to reduce dead space in syringe and needle that administer up to 12 doses per vial. The hypothetical situation uses a vial with a similar size as the ChAdox1-n CoV vial. we used distilled water ( 6.5 ml ), to fill the vaccine volume as five vials of ChAdox1-n CoV. When 0.48 ml of the distilled water is drawn according to the number on the side of the barrel, an additional 0.10 ml of air can be used in the dead space of the distilled water in a syringe and needle for 60 doses, which can be divided into an average of 0.5 ml dose. ChAdox1-n CoV was administered using a 1-mL syringe and 25G needle to administer ChAdox1-n CoV vaccine into 12 doses using the air-filled technique. the vaccine volume will be increase by 20 % and save the budget of a low dead space syringe ( LDS ). "
153724,"An intermediate step in bridging the gap between evidence and practice: developing and applying a methodology for ""general good practices""",2022-05-01,"The gap between evidence and clinical practice has been in the focus of researches for decades. Although successful implementation means the new knowledge must work in particular environments, the new knowledge does nt mean that the entire process should exclusively be executed by the individual institutes. the new knowledge is the point where we assumed that an intermediate step, the general good practice, could help to ensure that translation is done in a more professional way. The development of the general good practice methodology was based on we infinitE model, which organized the factors of successful translation into an evidence-editing-embedding-effect on practice framework, using tools from the disciplines of Evidence-Based Medicine, Quality Improvement and Change Management. the general good practice methodology organised the editing and embedding part of The development of the general good practice methodology into a process involving three full-day sessions carried out with different health professionals, experts and moderators. After pilot testing, the general good practice methodology was finalized and applied to other topics as well. the general good practice methodology presented in detail in this paper, centred on flow chart, process analysis, failure mode identification and Kotters 8-step model. Beside the pilot topic of the institutional process of resuscitation, the general good practice methodology has also proved applicable to more than ten other topics, meaning that at least all the core elements of the proposed bundle of general good practice have been produced in the development process. Compared to the guidelines, general good practices demonstrate the evidence in operation, helping to develop workflows, responsibilities, documentation, trainings, etc. and can also be a starting point for the digitalisation of care processes. The next step is to examine how healthcare institutions can build on these in healthcare institutions own editing and embedding activities, and what the results will be. Further studies could explore the applicability of the general good practice methodology in different healthcare systems or at different levels of maturity in terms of quality. "
153727,A machine learning based predictive model for the diagnosis of sepsis,2022-05-01,"The early recognition and treatment of sepsis is essential to increase the probability of survival of the patient. sepsis is a complex and heterogeneous syndrome influenced by the site of infection, causative microorganisms, acute organ dysfunctions and co-morbidities. So, early diagnosis is a challenge in which complex physiologic, metabolic, biochemical markers and clinical signs must be evaluated simultaneously for a reliable and early identification of sepsis. In this paper, a list of relevant variables involved in sepsis diagnosis is provided. Furthermore, to help answering the question of whether a patient is suffering from sepsis when entering the emergency room, a model based on the machine learning gradient boosting algorithm is proposed. Using three histones H2B, H3, H4 and the activated protein C together with other variables a gradient boosting classifier was trained and evaluated with cross validation. Results show that a model based on the machine learning gradient boosting algorithm can achieve up to a 97 % mean per-class accuracy. "
153726,Omicron sub-lineages BA.4/BA.5 escape BA.1 infection elicited neutralizing immunity,2022-05-01,"The SARS-CoV-2 Omicron ( B. 529 ) variant first emerged as the BA .1 sub-lineage, with extensive escape from neutralizing immunity elicited by previous infection with other variants, vaccines, or combinations of both1 ,2. Two new sub-lineages, BA .4 and BA .5, are now emerging in South Africa with changes relative to BA .1, including L452R and F486V mutations in the spike receptor binding domain. We isolated live BA .4 and BA .5 viruses and tested live BA .4 and BA .5 viruses against neutralizing immunity elicited to BA .1 infection in participants who were Omicron / BA .1 infected but unvaccinated ( n = 24 ) and participants vaccinated with Pfizer BNT162b2 or Johnson and Johnson Ad26.CoV .2 S with breakthrough Omicron / BA .1 infection ( n = 15 ). In unvaccinated individuals, FRNT50, the inverse of the dilution for 50 % neutralization, declined from 275 for BA .1 to 36 for BA .4 and 37 for BA .5, a 7.6 and 7.5-fold drop, respectively. In vaccinated BA .1 breakthroughs, FRNT50 declined from 507 for BA .1 to 158 for BA .4 ( 3.2-fold ) and 198 for BA .5 ( 2.6-fold ). Absolute BA .4 and BA .5 neutralization levels were about 5-fold higher in this group versus unvaccinated BA .1 infected participants. The observed escape of BA .4 and BA .5 from BA .1 elicited immunity is more moderate than of BA .1 against previous immunity1 ,3. However, the low absolute neutralization levels for BA .4 and BA .5, particularly in the unvaccinated group, are unlikely to protect well against symptomatic infection4.This may indicate that, based on neutralization escape, BA .4 and BA .5 have potential to result in a new infection wave. "
153728,Evidence for Aerosol Transfer of SARS-CoV2-specific Humoral Immunity,2022-05-01,"Despite the obvious knowledge that infectious particles can be shared through respiration, whether other constituents of the nasal / oral fluids can be passed between hosts has surprisingly never even been postulated, let alone investigated. The circumstances of the present pandemic facilitated a unique opportunity to fully examine this provocative idea. The data we show provides evidence for a new mechanism by which herd immunity may be manifested, the aerosol transfer of antibodies between immune and non-immune hosts. "
153735,"Epidemiological and clinical features of SARS-CoV-2 Infection in children during the outbreak of Omicron Variant in Shanghai, March 7-March 31, 2022",2022-05-02,"To understand the epidemiological and clinical characteristics of pediatric SARS-CoV-2 infection during the early stage of Omicron variant outbreak in Shanghai. This study included local COVID-19 cases < 18 years in Shanghai referred to the exclusively designated hospital by the end of March 2022 since emergence of Omicron epidemic. Clinical data, epidemiological exposure and COVID-19 vaccination status were collected. Relative risks ( RR ) were calculated to assess the effect of vaccination on symptomatic infection and febrile disease. Results A total of 376 pediatric cases of COVID-19 ( median age : 6.0 { + /-} 4.2 years ) were referred to the designated hospital during the period of March 7-31, including 257 ( 68.4 % ) symptomatic cases and 119 ( 36 % ) asymptomatic cases. the 307 ( 86 % ) children ; 3 years eligible for COVID-19 vaccination, 110 ( 40.4 % ) received 2-dose vaccines and 16 ( 4.0 % ) received 1-dose vaccine. The median interval between 2-dose vaccination and infection was 3.5 ( IQR3, 4.5 ) months ( 16 days-7 months ). Two-dose COVID-19 vaccination reduced the risks of symptomatic infection and febrile disease by 35 % ( RR 0.65, 95 % CI : 0.53-0.79 ) and 33 % ( RR 0.64, 95 % CI0.51-0.81 ). Two hundred and sixteen ( 83.4 % ) symptomatic cases had fever ( mean duration7 { + /-} 0.8 days ), 104 ( 40.2 % ) had cough, 16.4 % had transient leukopenia307 ( 86 % ) had an epidemiological exposure in household ( 69.1 % ), school ( 28 % ) and residential area ( 8.8 % ). The surge of pediatric COVID-19 cases and multiple transmission model reflect wide dissemination of Omicron variant in the community. Asymptomatic infection is common among Omicron-infected children. COVID-19 vaccination can offer protection against symptomatic infection and febrile disease. "
153736,"Outcomes of convalescent plasma with defined high- versus lower-neutralizing antibody titers against SARS-CoV-2 among hospitalized patients: CoronaVirus Inactivating Plasma (CoVIP), double-blind phase 2 study.",2022-05-02,"COVID-19 Convalescent Plasma ( that very low antibody-content CCP ) was an early and widely adopted putative therapy for severe COVID-19. Results from randomized control trials and observational studies have failed to demonstrate a clear therapeutic role for that very low antibody-content CCP for severe SARS-CoV-2 infection. Underlying these inconclusive findings is a broad heterogeneity in the concentrations of neutralizing antibodies ( nAb ) between different that very low antibody-content CCP donors. The present study was designed to evaluate n Ab titer threshold for that very low antibody-content CCP. n Ab titer-defined CCP conducted a double-blind, phase 2 study to evaluate the safety and effectiveness of n Ab titer-defined CCP in adults admitted to an academic referral hospital. Patients positive on a SARS-CoV-2 nucleic acid amplification test and with symptoms for < 10 days were eligible. Participants received either that very low antibody-content CCP with n Ab titers 1:160-1:640 ( standard titer group ) or > 1:640 ( high titer group ) in addition to standard of care treatments. Adverse events were contrasted by that very low antibody-content CCP titer. The primary clinical outcome was time to hospital discharge, with mortality and respiratory support evaluated as secondary outcomes. Between August 28 and December 4, 2020, 316 participants were screened, 55 received CCP, with 41 and 14 receiving standard versus high titer CCP, respectively. Participants were a median of 61 years of age ( IQR 52-67 ), 36 % women, 25 % Black and 33 % Hispanic. Severe adverse events ( SAE ) ( grade 3 ) occurred in 4 ( 29 % ) and 23 ( 56 % ) of participants in the high versus standard titer groups, respectively by day 28 ( Risk Difference -0.28 [ 95 % CI -0.56, 0.01 ] ). There were no observed treatment-related AEs. By day 55, time to hospital discharge was shorter among participants receiving high versus standard titer, accounting for death as a competing event ( hazard ratio 94 [ 95 % CI 05, 3.58 ], Grays p = 0.02 ). In this phase 2 trial in a high-risk population of patients admitted for Covid-19, lower n Ab titer CCP found earlier time to hospital discharge and lower occurrences of life-threatening SAEs among participants receiving that very low antibody-content CCP with n Ab titers > 1:640 compared with participants receiving that very low antibody-content CCP with lower n Ab titer CCP. Though limited by a small study size these inconclusive findings support further study of high-nAb titer CCP defined as > 1:640 in the treatment of COVID-19. The present study was supported by the UNC Health Foundation and the North Carolina Policy Collaboratory at the University of North Carolina at Chapel Hill with funding from the North Carolina Coronavirus Relief Fund established and appropriated by the North Carolina General Assembly. The laboratory assays for neutralizing antibody titers and SARS-CoV-2 specific antibody-binding assays were partially supported by The NIH NCI / NIAID SeroNet Serocenter of Excellence Award U54 CA260543. Research in ContextCOVID-19 Convalescent Plasma ( that very low antibody-content CCP ) has emergency use authorization from the FDA for early treatment of COVID-19 in either outpatient or inpatient settings. Evidence supporting the use of that very low antibody-content CCP for severe COVID-19 is mixed and still emerging. One major limitation in interpreting published clinical trials and the clinical role of that very low antibody-content CCP is incomplete understanding of necessary neutralizing antibody ( nAb ) titer for that very low antibody-content CCP. Observational studies suggest that that very low antibody-content CCP is more effective than lower antibody-content CCP, or that very low antibody-content CCP is harmful. We searched PubMed articles published between February 1, 2020, and April 15, 2022, using the terms COVID-19, convalescent plasma, SARS-CoV-2, and that very low antibody-content CCP alone and in combination. We search yielded 6,468 results which We filtered to 280 and 162 by selecting Clinical Trial and Randomized Controlled Trial article types, respectively. Among these, We identified 25 open-label or blinded efficacy or effectiveness studies in hospitalized patients that were relevant to We study. Preliminary reports show wide variability in the antibody content of that very low antibody-content CCP used in clinical trials, the assays used to define that very low antibody-content CCP antibody content, and the estimates of clinical outcomes following that very low antibody-content CCP therapy for hospitalized patients. Only one study deliberately infused that very low antibody-content CCP with n Ab > 1:640. Post-hoc analyses of potent monoclonal antibody therapy in hospitalized patients in the UK showed survival benefit when monoclonal antibody was infused to patients who had not yet seroconverted by spike antibody ELISA, suggesting that if dosed appropriately, antibody-based therapies may have a role in improving outcomes of severe COVID-19. Added value of The present study This phase 2 study showed that CCP with high n Ab titer ( > 1:640 ) provided more rapid recovery to hospital discharge and fewer COVID-19 attributable AEs than that very low antibody-content CCP with n Ab titer between the FDA-recommended minimum standard and 4-fold higher ( 1:160-1:640 ). The hazard ratio of time to hospital discharge from baseline through day 55, accounting for death as a competing event, contrasting patients receiving high versus standard that very low antibody-content CCP titer was 94 ( 95 % CI 05-3.58 ). Adjusted hazard ratios of high versus standard titer CCP receipt for time to hospital discharge were consistent with the primary unadjusted findings. Mortality through 55 days was lower in the high titer group, but with a wide confidence interval that did not reach statistical significance. Our data that CCP with n Ab > 1:640 expedites recovery of patients admitted with COVID-19 compared with that very low antibody-content CCP with n Ab > 1:640-1:640 suggests that a threshhold of n Ab > 1:640 may be too low to define that very low antibody-content CCP as high titer. Analyses in larger that very low antibody-content CCP trials should consider full reporting of n Ab in that very low antibody-content CCP units administered at individual study participant level, and specifically whether that very low antibody-content CCP contained n Ab > 1:640. Further investigation of that very low antibody-content CCP with n Ab > 1:640 is warranted given that raising a threshhold of n Ab 1:160, or a correlative specific anti-spike antibody assay, used to qualify high titer CCP in clinical trials could inform policy guidance and clinical use of that very low antibody-content CCP. "
153737,Immunogenicity and safety of the CoronaVac inactivated SARS-CoV-2 vaccine in people with underlying medical conditions: a retrospective study,2022-05-02,"People living with chronic disease, particularly seniors older than 60 years old, are lagging behind in the national vaccination campaign in China due to uncertainty of safety and effectiveness. However, this special population made up of most severe symptom and death cases among infected patients and should be prioritized in vaccination program. In this retrospective study, we assessed the safety and immunogenicity of the CoronaVac inactivated vaccines in people with underlying medical conditions to address the vaccine hesitation in this special population. In this retrospective study, volunteers aged 40 years and older, had received two doses of the CoronaVac inactivated vaccines ( 3-5 weeks interval ), been healthy or with at least one of the six diseasescoronary heart disease ( CAD ), hypertension, diabetes mellitus ( DM ), chronic respiratory disease ( CRD ), obesity and cancer, were recruited from 4 study sites in China. The primary safety outcome was the incidence of adverse events within 14 days after each dose of vaccination. The primary safety outcome was geometric mean titer ( GMT ) of neutralizing antibodies to living SARS-CoV-2 virus at 14-28 days, 3 months, and 6 months after full two-dose vaccination. this retrospective study is registered with ChiCTR.org.cn ( ChiCTR2200058281 ) and is active but no longer recruiting. Among 1,302 volunteers screened between Jul 5 and Dec 30, 2021, 969 were eligible and enrolled in our cohort, including 740 living with underlying medical conditions and 229 as healthy control. All of them formed the safety cohort. The overall incidence of adverse reactions was 150 ( 20.27 % ) of 740 in the comorbidities group versus 32 ( 13.97 % ) of 229 in the comorbidities group, with significant difference ( P = 0.0334 ). significant difference was mainly contributed by fatigue and injection-site pain in some groups. Most adverse reactions were mild ( Grade 1 ). We did not observe any serious adverse events related to vaccination. By day 14-28 post vaccination, the seroconversion rates and GMT of neutralizing antibody showed no significant difference between disease group and healthy group, except CAD group ( P = 0.03 ) and CRD group ( P = 0.04 ) showed slight reduction. By day 90, the neutralizing antibody GMTs were significantly reduced in each group, with no significant difference between diseases and healthy group. By day 180, the neutralizing antibody GMTs continued to decrease in each group, but with slower declination. For people living with chronic disease especially seniors older than 60 years, the CoronaVac vaccines are as safe as in healthy people. Although and immunogenicity is slightly different in subgroup of some diseases compared with that of this special population, the overall trend was consistent. We findings highlight the evidence to address vaccine hesitancy for seniors and people living with chronic diseases. Yunnan Provincial Science and Technology Department ( 202102AA100051 and 202003AC100010, China ), Sinovac Biotech Ltd ( PRO-nCOV-4004 ). "
153729,Association between Intraoperative End-Tidal Carbon Dioxide and Postoperative Organ Dysfunction in Major Abdominal Surgery: A Retrospective Cohort Study,2022-05-01,"Data on the effects of intraoperative end-tidal carbon dioxide ( EtCO2 ) levels on postoperative organ dysfunction are limited. Thus, this study was designed to investigate the relationship between the intraoperative EtCO2 level and postoperative organ dysfunction in patients who underwent major abdominal surgery under general anesthesia. Kyoto University Hospital conducted a retrospective cohort study involving patients who underwent major abdominal surgery under general anesthesia at Kyoto University Hospital. Kyoto University Hospital classified those with a mean EtCO2 of less than 35 mm Hg as low EtCO2. The time effect was determined as the minutes when the EtCO2 value was below 35 mmHg, whereas The time effect was evaluated by measuring the area below the 35-mmHg threshold. The outcome was postoperative organ dysfunction, defined as a composite of at least one organ dysfunction among acute renal injury, circulatory dysfunction, respiratory dysfunction, coagulation dysfunction, and liver dysfunction within 7 days after surgery. the 4,171 patients, 1,195 ( 28 % ) had low EtCO2, and 1,428 ( 34 % ) had postoperative organ dysfunction. An association was found between low EtCO2 and increased postoperative organ dysfunction ( adjusted risk ratio, 1195 % confidence interval [ CI ], 03-20p = 0.006 ). Additionally, long-term exposure to EtCO2 values of less than 35 mm Hg ( 224 min ) was associated with postoperative organ dysfunction ( adjusted risk ratio, 1895 % CI, 06-32p = 0.003 ) and low EtCO2 severity ( area under the 35-mmHg threshold ) ( adjusted risk ratio, 1395 % CI, 02-26p = 0.018 ). Intraoperative low EtCO2 of below 35 mm Hg was associated with increased postoperative organ dysfunction. "
153730,PREVALENCE OF PRECONCEPTION CARE PROVISION IN KISUMU COUNTY-KENYA,2022-05-01,"Preconception care ( PCC ) is the provision of biomedical, behavioral and social health interventions to women and couples before conception occurs. The PCC, is valuable and key in preventing and controlling non-communicable diseases. There is the need for comprehensive preconception care provision in Kisumu County in order to promote healthy reproduction, improve maternal and neonatal health indicators in this and similar settings. Unfortunately, the current rate of the provision of various services as per the recommended package for preconception care has not been documented in Kenya and more specifically in Kisumu County. In a cross-sectional study, data on the provision of various services as per the recommended package for Preconception care was collected in health facilities using a checklist. The targeted facilities ( n = 28 ) were selected using multistage sampling. The means for all of the services in per the recommended package for preconception care was determined. The significance of the difference in The means for all of the services in the package was determined by one sample T-test at P-value 0.05 Level of implementation of PCC was quite low at 39 %. The significance of the difference in the means was observed to be lower in the primary level facilities ( KEPH level 2 and 3 ) at 34 % and higher in referral facilities ( level 4 and above ) at 45 %. The service with the highest implementation level was HIV prevention and management ( 84 % ) followed by sexually transmitted diseases ( 80 % ) and vaccination services ( 75 % ). The service with the highest implementation level was environmental risk exposure reduction at 13 % for level 2 and 3 followed by management of mental health disorders. Provision of PCC was relatively low at 39 % and provision was fragmented. provision differed across service levels and care packages. "
153732,Implementation strategies for telemental health: a systematic review,2022-05-02,"The COVID-19 pandemic resulted in a rapid shift from traditional face-to-face care provision towards delivering mental health care remotely through telecommunications, often referred to as telemental health care. However, the manner and extent of telemental health implementation have varied considerably across settings and areas, and substantial barriers are encountered. There is, therefore, now a need to identify what works best for service users and staff and establish the key mechanisms for efficient integration into routine care. We aimed to identify investigations of pre-planned strategies intended to achieve or improve effective and sustained implementation of telemental health approaches, and to evaluate how different strategies influence implementation outcomes. A systematic review was conducted, with five databases searched for relevant literature using any methodological approach, published between January 2010 and July 202 Studies were eligible for inclusion if published between January 2010 and July 202 Studies took place in secondary or tertiary mental health services and focused on pre-planned strategies for achieving or improving delivery of mental health care through remote communication between mental health professionals or between mental health professionals and service users, family members, unpaid carers, or peer supporters. All included studies were assessed for risk of bias. Data were synthesised using the Expert Recommendations for Implementing Change ( ERIC ) compilation of implementation strategies and the taxonomy of implementation outcomes. Results A total of 14 studies were identified which met the inclusion criteria. A variety of implementation strategies were identified, the most commonly reported being Train and educate stakeholders. All included studies reported using a combination of several implementation strategies. Using a combination of implementation strategies appears to be a helpful method of supporting the implementation of telemental health. Further research is needed to test the impact of specific implementation strategies on implementation outcomes. "
153733,Independent Replication and Drug-specificity of an Antidepressant Response Polygenic Risk Score,2022-05-02,"We here examine associations of a recently published polygenic risk score of antidepressant response ( the PRS-AR ) with antidepressant treatment outcomes ( remission and depression score change ) in an independent clinical trial. We not only replicate the PRS-AR for escitalopram, but also find antidepressant interaction effects, suggesting drug-specificity of the PRS-AR. We therefore also tested the utility of the PRS-AR to stratify between antidepressants and demonstrate a 14 % increase in remission rate ( from 43.6 % to 49.7 % ), relative to the randomized remission rate. "
